Text,Class,Label
"http://www.nybooks.com/articles/archives/2010/dec/23/bitter-new-washington/The New York Review of BooksIn the Bitter New WashingtonDecember 23 2010•;izaibeth O wOf course Obama should have gotten out of Washington more and listened to people not just talked at them; and asWalter Mondale said recently he should have gotten rid of ""those idiot boards""—the TelePrompters on which the greatorator has been strangely dependent and which divide him from his audiences. Last year a friend of mine was invited to aHanukkah party that the Obamas gave for prominent Jews (a group with whom there had been tensions) and after theObamas descended the grand stairway they stood in the foyer briefly; the President made a few remarks and shook afew hands and back up the stairs they went. No mingling.In their first two years the Obamas have seemed a bit tone-deaf: there were too many vacations while people werehurting especially Michelle's extravagant trip to Spain. (I'm as interested in Michelle's clothes as the next woman but atthe same time think she and her staff are too focused on her looking smashing which she does. Her wardrobe seemsquite extensive for these troubled times.)Barack Obama's personality has been much mulled over in the past two years but it seems inescapable that his high self-esteem often slides over the thin line to arrogance which trickles down (with some exceptions) to much of his staff someof whom are downright rude to all but a chosen few. °barna has seemed uninterested in anyone but his immediate groupand three of the four members of his immediate circle--Jarrett Robert Gibbs David Axelrod—had had no experience ingoverning. The fourth Rahm Emanuel expressed himself with such flippancy arrogance and overuse of the F-word thathe offended not just members of Congress but also would-be allies of the President.Vice President Joe Bider) who is liked on Capitol Hill was virtually shut out of the dealings with people in Congress in thefirst two years—""I can handle them"" Obama told Biden—but Biden is now expected to be given a larger role as part of theWhite House's new determination to ""reach out."" (A few months ago highly placed members of the staff also swore theywould ""reach out"" but that seemed to last for just a few days.) One of the oddest aspects of Obama's persona is thatsomeone who seems so confident has insisted thus far in having people around him with whom he is said to be""comfortable.""For example Torn Donilon his recently appointed national security adviser (a promotion from his role as deputy) is by allaccounts a capable man but is no one's idea of a serious strategic thinker. The explanation I was given for Donilon'sbeing given his new position was that ""the President is comfortable with him."" Just as Obama is described as pleased withhimself he has been treated with hero worship by much of his staff. After all he had taken on the formidable Clintonsand against the expectation of almost all the pundits and the experts he had beaten them. Why should he listen to thosewho had doubted him? A common complaint about the Obama White House in the first two years has been that therewere no ""grown-ups"" around people who knew more about governing and who would tell Obama that he was wrong.When people tried to suggest someone who should be brought in that person was rejected as ""not one of ours."" JoeBiden is said to argue with Obama on issues such as Afghanistan but not to get into the management of the WhiteHouse....Those who supported Obama in 2008 expected him to be able to move public opinion to get people to follow him. Thefact that the Obama White House has been so poor at ""messaging"" baffles even his strongest supporters. In fact he hadno overall message. As Winston Churchill put it there was no theme to his pudding. When I asked a White House aideabout this he pointed to what had been billed as a ""major speech on the economy"" at Georgetown University in April2009. But the speech was utterly forgettable—and forgotten. One ally attributes this problem to the inexperience of bothObama and his top staff. An ally says ""You can't leave a message if you don't have a strategy and you don't know whereyou're going."" Another says ""They had something that worked in the campaign but didn't work in the White House.""Thus Obama didn't see the need to explain what he was doing. His 2010 campaign themes seemed to wander all overthe place: Stanley Greenberg a pollster and former aide to Bill Clinton said that Obama's oft-used theme that weshouldn't go back to the Bush days actually tested negatively because people didn't believe that the country was makingeconomic progress.So Obama's biggest failure was not to be the leader that so many expected him to be. The jubilation that surrounded hisswearing-in may have gone to his head while the celebrants overlooked that there were plenty of people out there whowere not overjoyed at the advent of a black president or even a Democrat. Obama was apparently in his own estimationso smart and so adored that he seems to have felt no need to explain—and explain again—to the country what he wasdoing and to take the country along with him. This failure to put his programs across came up a few times in the 2010campaign....More than once people in town hall meetings told him that they were behind him but were having great trouble trying todefend or explain his agenda. In a backyard gathering on October 21 he made the most awkward reply of those I heard:""Our attitude was that we just had to get the policies right and we didn't always think about making sure we got theadvertising properly about what was going on."" Advertising. (When I mentioned this to a Democratic senator who wasgenerally supportive of Obama this ordinarily polite man responded ""Bullocks! What policies?"")The risk-averse Obama had left it to Congress to write the big bills such as on the economic stimulus and health care(with strong participation by White House aides). But he kept up this line of defense all the way through to his patheticpress conference on the day after the election. In these comments Obama gave away the devastating fact that he didn'treally understand the role of the president as leader. A friend of the Obama administration said to me ""Their definition ofgoverning is passing bills."" Someone else relatively close to the White House explained that since Obama had been socriticized for being ""arrogant"" and ""aloof"" he had to eat large portions of humble pie. (""And I take responsibility for that""Obama said again and again.)",0,ham
Assume jake and pir talked to u about,0,ham
for Haiti Lugar saysLet's discuss today.,0,ham
My Dearest One=2C How are you over there=3F=2E As for me=2Ci am fine here inDaker Senegal=2E My name is Miss linda dickson=2C from Liberiain west Africa presently residing in the church camp here in Dakar due to thecivil war going on in my country=2E My late father Dr Patrick dickson=2C was thepersonal advicer to the former head of state before the rebels attacked myhouse one early morning killing my mother and my father=2E It is only my brotherand me that is alive now and we managed to make our way to near by countrySenegal where we are living now=2E I would like to know more about you=2E Yourlikes and dislikes=2Cyour hobbies and what you are doingpresently=2E I will tell you more about myself in my next mail=2E I attach here my picturefor you=2C though i am not all that photogenic=2EWhat we need to know about loving is no great mystery=2EWe all know what constitutes loving behavior=3B we need but act upon it=2Cnot continually question it=2E Over-analysis often confuses the issueand in the end brings us no closer to insight=2E We sometimes become too busyclassifying=2C separating=2C and examining=2C to remember that love is easy=2E It's wewho make it complicated=2E Nevertheless=2CIn the church camp were ileaved=2Emy pastor take good care of me and my brother=2Cmost time is the Revthat give me money to come to internet to look for someone that we help meand my younger brother=2Ebut i pray to god to give him morewisdom=2Cunderstanding and god should strencthing him in all his endavore=2EI m'notlooking for a very rich man=2Cbut someone who care take good of a woman andsomeone who have better understanding=2Cwho can bring a home togerther as one=2Eilove my younger brother so much=2Cbecause before the dead of my latemother=2Ei promise my mum that am going to take good care of my only brother andnothing will break us=2E There is something that my late father left in mypossition before died=2E 2=2E6 million dollars in a security bank in europe=2C ipromised him that i will take care of it=2Eontil i have a man i will spend mylife time with=2EFrom every human being there rises a light that reaches straightto heaven=2E And when two souls that are destined to be together find eachother=2C their streams of light flow together=2C and a single brighter light goesforth from their united being=2E Moreover=2Cthe man that love me will likemy brother the way he love me=2Ebecause that is the only happiness that i havenow=2EIt is the things in common that make relationshipsenjoyable=2C but it is the little differences that make them interesting=2E you cancall me in our church phone number 221525-87-24 the name of the Rev ingodwin=2Ctell him=2E you what to speak with Violet=2Ethe days we can answer callare=2Ctusday and friday time 2=2Epm til 6pm=2EBut before you call me=2C try and send memail so that i can go and wait for your calli will tell you more in my next mail for your betterunderstanding=2Ci pray that God should gurd you and give you moreblessing=2EBecause the fear of God is the begining of wisdom=2EI 'm a good believed=2Cialways pray to God to give me husband who will take me and my younger brother atoff this mess=2EI have be passing some hard time all this while=2Cbut i thankGod that i'm stil alive=2Esomeone need to pass some hard life to know arelife is all about=2EBut i believe that God is going to take me at off thissorrow stress of mind oneday What about you=3F tell me little about your selfand your familywhat you hate in a woman and what you like in a woman=3Flooking forward to hear from you have a wonderful day=2ELinda Dickson,1,spam
"phone and fax numbers to enable us discuss further.=20Best regards,James Bell",1,spam
Is this the number you got?,0,ham
"Bless the children of God.I am the above named person but now undergoing medicaltreatment now. I am married to Dr.Alan George Peterswho worked with south africa embassy in nigeria fornine years before he died in the year 2001.We were married for eleven years without a child. Hedied after a brief illness that lasted for only fourdays. Before his death we were both born againChristians.Since his death I decided not to re-marryor get a child outside my matrimonial home which theBible is against.When my late husband was alive hedeposited the sum of$27.6Million (twenty-seven Millionsix hundred thousand U.S. Dollars) with onefinance/security company in Europe.Presently, this money is still with the SecurityCompany. Recently, my Doctor told me that I would notlast for the next three months due to cancer problem.Though what disturbs me most is my stroke. Having known my condition I decided to donate thisfund to church or better still a christian individualthat will utilize this money the way I am going toinstruct here in. I want a church or individual thatwill use this to fund churches, orphanages and widowspropagating the word of God and to ensure that thehouse of God is maintained. The Bible made us tounderstand that Blessed is the hand that giveth.I took this decision because I don?t have any childthat will inherit this money and my husband relativesare not Christians and I don?t want my husband?s hardearned money to be misused by unbelievers. I don?twant a situation where this money will be used in anungodly manner, hence the reason for taking this bolddecision. I am not afraid of death hence I know whereI am going. I know that I am going to be in the bossomof the Lord.Exodus 14 VS 14 says that the lord will fight my caseand I shall hold my peace. I don?t need any telephonecommunication in this regard because of my health,andbecause of the presence of my husband?s relativesaround me always. I don?t want them to know about thisdevelopment. With God all things are possible. As soonas I receive your reply I shall give you the contactof the Finance/Security Company Europe. I will alsoissue you a letter of authority that will empower youas the original- beneficiary of this fund. I want youand the church to always pray for me because the lordis my shephard. My happiness is that I lived a life ofa worthy Christian. Whoever that wants to serve theLord must serve him in spirit and truth. Please alwaysbe prayerful all through yourlife.Any delay in your reply will give me room in sourcingfor a church or christian individual for this samepurpose. Please assure me that you will actaccordingly as I stated herein. Hoping to hear fromyou.please reply me through this email;<mrsjfpeters@postmaster.co.uk>Remain blessed in the name of the Lord.Yours in Christ,Mrs Juliana faith peters.__________________________________________________Broadband from an unbeatable =A315.99!http://www.tiscali.co.uk/products/broadband/home.html?code=3DSM-NL-11AM",1,spam
"The above information will enable me make application and lodge claims to concerned Ministries in favour of your company or name and it is pertinent to state here that this deal is entirely based on trust and the fear of God. Dear Sir, if you are able to handle this deal, reach me through my official telephone number 234 2810 8124 for a perfect understanding of this transaction. After the close of work every week days I will parallel this telephone line to my official residence, which is not far from the Federal Secretariat Complex, so that you can reach me at any point in time. Yours faithfully, Ibrahim Ebaye Dr.  ---------------------------------Download Yahoo! Messenger now for a chance to WIN Robbie Williams ""Live At Knebworth DVD""",1,spam
FYI,0,ham
"This item from National Association of the Deaf   has been forwarded to you by Mrs Suha Arafat.<BR><BR>Dear Friend, I am Mrs.Suha Arafat Yasser from Palestinian. I am married to the late formal head of state of Palestinian for several years before he died in France after a brief illness. He died after a brief illness that lasted for only few days. When my late husband was alive he deposited the sum of $18m (eighteen million U.S.Dollars)with a BANK in London. Presently, I have carefully moved this funds out of the bank in London and deposit it with a private company in Europe as a photo material for family use for safe keeping so that my govern we not know about this funds as they have already seized and freeze all the bank account belonging to my late husband both home and abroad. In fact the total sum allegedly discovered by the Government so far is in the tune of about $6.5 Billion Dollars. And they are not relenting on their effort to make me poor for life. As you know, the Moslem community has no regards for woman, hence my desire for a foreign assistance. You can visit the BBC news b roadcast below for better understanding of what I am talking about.http:/ews.bbc.co.uk/1/hi/world/middle_east/3479937.stmhttp:/ews.bbc.co.uk/1/hi/world/middle_east/3995769.stmIt is on this note that I'm asking your partnership to keep this fund to your account. I took this decision because my government is not in good terms with me; I don't need any telephone communication in this regard because of the presence of my government agents around me always. I don't want them to know about this development. With God all things are possible. As soon as I receive your reply I shall give you the contact of my lawyer who is base in London Uk to finalize this transaction with you.  Best Regards, Mrs. Suha Arafat Yasser<BR><BR>Source:<BR><BR><a href=""http://www.nad.org/site/pp.aspx?c=foINKQMBF&b=1359203"">http://www.nad.org/site/pp.aspx?c=foINKQMBF&b=1359203</a><BR><BR>If the text above does not appear as a full, clickable link, please copy the whole web address and paste it into the address box of your browser.<BR>",1,spam
Not sure - they will advise,0,ham
Piper Campbell is out of Washington until Wed. Dec 29. Please contact Maya Seiden or Nadia Shepherd.,0,ham
"incapable of making decisions, power is transferred to the Deputy PrimeMinister ? at the time, Ehud Olmert ? who then becomes Acting PrimeMinister until the Prime Minister recovers. If the Prime Minister isdeclared permanently incapacitated then the Acting Prime Minister remainsin office for 100 days. Once that period expires the President of Israeloversees the process of assembling a new governing coalition If the PrimeMinister dies the Cabinet chooses a new Prime Minister. In this case,EhudOlmert is now the new prime minister.The possibilities that Ariel Sharon will come back to that position is notcancelled. He gave me the order to look for a reliable personnel of yourcaliber to assist him in re-profiling a certain amount of funds which isundisclosed at the moment before he into coma.As soon as I get yourwillingness and confidentiality to forge ahead in executing  thistransaction, I will let you into confidential information on how toexecute the transaction. Meanwhile, Be aware that the percentage sharingof the fund will be divided in this manner, 30 % will go to me and youwill get the  same 30% . The wife and children goes with 35% while 5%  isused for any expenses  we may incurred in the process of transferring thefunds to your account. Thus, I am thanking you in advance for yourcooperation in finalizing with this transaction swiftly.Your responseshould be directed to my secured email. doctorthomaschess@yahoo.com.hkYours Sincerely,Dr. Chess",1,spam
"Hello Dear ,I would like to apply through this medium for your co-operation to secure an opportunity to invest and do joint business with you in your country.I have a substantial funds and diamonds i honorably intend to invest in your country into a very lucrative business venture of which you are to advise and execute the said venture over there for the mutual benefits of both of us.Your able co-operation is to become my business partner in your country and create ideas on how to invest and properly managed the funds and diamonds after the consignment which contains the funds and diamonds is moved direct to your custody with your able assistance.Meanwhile,on indication to your willingness to handle this project sincerely by protecting my interests in this proposal,I would furnish you with the full detailed procedure and the amount involve and nature of the deposited funds and diamonds.Then we will mutually agree on your percentage interest or share holding for helping me to secure the release of the deposited consignment which contains the funds and diamonds,and investing the money in your country under your proper management and care.I shall be glad to reserve this respect and opportunity for you,if you so desire,but i do urge youto give this matter the immediate attention it deserves from you.If this proposal is acceptable by you,please do not make undue advantage of the trust i bestow on you,and your urgent reply is highly needed today for more detailed information's.Looking forward to your positive response today and a mutual healthy business relationship with you.Best regards,and have a great day.Sincerely Yours,                              dehce13@yahoo.comMr.DENIEL  CHEA  				---------------------------------Want to be your own boss? Learn how on  Yahoo! Small Business. ",1,spam
Mr David Johnson Liberte Sicap 1=2CDakar Senegal=2E Dear I know this mail will come to you as a surprise=2C nevertheless I am David Johnson=2C aged 24 years=2C the son of Major Stephen Johnson=2C Chief Security Officer and Aide-de=96camp to the president Charles Tailor of Liberia before=2E As a result of the war in my country=2C I am saddled with problems of my mothers ill health condition of protracted diabetes and high blood pressure which is getting of increase in the resent times and also getting a trust worthy individual abroad to receive the sum of US$9 million Due to the war crises presently before in my city Monrovia our home town=2C my father managed to sneak me and my mother of 59 years of age and four other of my sisters out of Monrovia to Dakar senegal for safety=2C before he was now killd by the rebels duering the war crises =2E My father adviced me to get a trust worthy individual abroad to receive the sum of US$9=2C000=2C000=2E00 million cash deposited here in Dakar Senegal=2EI and my mother feel confident therefore to introduce ourself and this offer to you based on this problem of war of our country and our present condition as all foreign contacts and connections of the family got lost during the crises=2C all properties burnt by the rebels =2E I and my mother is desperately in need to move and re-locate this huge deposit to your country for safe keeping as this is the only wealth remaining for the future survival and well being of our entire large family=2EFor your percentage for assistance=2C a negotiable percentage will be discussed as soon as we receive your response based on this plea for your assistance as our lives are highly in danger due to war=2EI and my mother pray and plead for your help=2E You can contact us with 00221-586-53-11 any time=2E God bless you as you head to our plea for assistance=2E Sincerely yours=2E David Johnson ,1,spam
"<P><BR>Dear Sir, </P><BR><BR><BR><P>I am DR KABO HAMMED</P><BR><BR><BR><P>I have urgent and very confidential business<BR>proposition for you. On June 6, 1999, an American oil<BR>consultant/contractor with the Nigerian National<BR>Petroleum Corporation, Mr. Barry Kelly made a numbered<BR>time (Fixed) deposited for twelve calendar months,<BR>valued at US$41,500,000.00 (Forty-one Million, five<BR>hundred Thousand Dollars) in my branch upon maturity,<BR>I sent a routine notification to his forwarding<BR>address but got no reply. After a month, we sent a<BR>reminder and finally we discovered from his contract <BR>employers, Nigerian National Petroleum Corporation<BR>that Mr. Barry Kelly died from an automobile accident <BR>with his family along Benin/Shagamu Express Way. On <BR>further investigation, I found out that he did not <BR>leave a WILL and allattempts to trace his next of kin <BR>were fruitless. </P><BR><BR><BR><P>I therefore made further investigation and discovered <BR>that Mr. Barry Kelly did not declare any next of kin n<BR>all his official documents, including his Bank Deposit<BR>paperwork. This sum of US$41,500,000.00 is still<BR>sitting in the Bank and the interest is being rolled<BR>over with the principal sum at the end of each year.<BR>No one will come forward to claim it. <BR>According to the Nigerian Law, at the expiration of 5<BR>(five) years, the money will revert to the ownership<BR>of the Nigerian Government if nobody applies to claim<BR>the funds. </P><BR><BR><BR><P>Consequently, my proposal is that I will like you as a<BR>foreigner to stand in as the next of kin to Mr. Barry<BR>Kelly so that the fruits of this old man's labor will<BR>not get into the hands of some corrupt officials.<BR>This is simple, I will like you to provide me<BR>immediately with your full names and address so that<BR>the attorney will prepare the necessary documents <BR>and affidavits, which will put you in place as the<BR>next of kin.<BR>&nbsp;<BR>We shall employ the services of two attorneys for<BR>drafting and notarization of the WILL and obtain the<BR>necessary documents and letter of<BR>probate/administration in your favor the transfer. A<BR>bank account in any part of the world, which you<BR>provide, will then facilitate the transfer of this<BR>money to you as the beneficiaryext of kin. The money<BR>will be paid into your account for us to share in the<BR>ratio of 60% for me and 40% for you. </P><BR><BR><BR><P>There is no risk at all as all the paperwork for this<BR>transaction will be done by the attorney and my<BR>position as the Branch Manager guarantees the<BR>successful execution of this transaction.<BR>If you are interested, please reply immediately via<BR>email. Upon your response, I shall then provide you<BR>with more details and relevant documents that will<BR>help you Understand. please observe utmost confidentiality, and rest<BR>assured that this transaction would be most profitable<BR>for both of us because I shall require your assistance<BR>to invest my share in your country. </P><BR><BR><BR><P>Awaiting your urgent reply via <A href=""mailto:email:dr_kabortsb@yahoo.com"">email:dr_kabortsb@yahoo.com</A></P><BR><BR><BR><P>Thanks and regards<BR>&nbsp;<BR>DR KABO HAMMED<BR>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P><BR>&nbsp;</P><BR><BR><BR><P>&nbsp;</P><BR><BR><BR><P>&nbsp;</P>------=_Part_2967_17616563.1070204591974--",1,spam
"Name of City of Residence:_______________________________Country:____________________________________Direct Telephone Number:____________________________________MobileNumber:____________________________________FaxNumber:___________________________________Finally your age and sex very impotant too please note this.The Contact Numbers are very necessary because the number would be calledbefore the funds would be handed over to the Deplomats so as to ensure =20that thepackage is handed over to the right person.So, it is mandatory you send yourDirect Telephone Number preferably your Mobile or Cell Phone Number.Complete the above and send back to me through my  E-mail address =20below as soonas possible.Congratulations in advance.  YOURS SINCERELY,PROFESSOR CHARLES C. SOLUDO,",1,spam
FYIMills Cheryl D <MillsCD@state.gov>Tuesday September 08 2009 12:46 PMHFW: 9/8 Senior Staff and Deputies Meetings,0,ham
PIs add Henry Kissinger,0,ham
RELEASE IN PARTB5B6,0,ham
"This message contains confidential information and is intended only forspecified addressee. If you are not the named addressee you should not di=sseminate,distribute or copy this e-mail. The sender therefore does not accept liab=ilityfor any errors or omissions in the contents of this message, which ariseas a result of e-mail transmission. Please note that we reserve the right=to monitor and read any emails sent and received under the Telecommunicat=ions(Lawful Business Practice) (Interception of Communications) Regulations2000.",1,spam
"Snowe Supports Senate Ratification of NewSTART TreatyDecember 10 2010WASHINGTON D.C. — U.S. Senator Olympia). Snowe (R-Maine) released the following statement in support of Senateratification of the New START Treaty:""The New Strategic Arms Reduction Treaty known as New START was signed by the United States and Russia on April8th and transmitted for the advice and consent of the Senate on May 13th of this year. Since then the U.S. Senate hasheld 18 hearings and as a member of the Senate Select Committee on Intelligence I have worked with my colleagues toscrutinize this agreement and ensure any classified matters are properly vetted. Much has changed since the originalSTART was first negotiated in 1991 and as a result I have supported efforts to make certain that questions regarding ourability to verify Russian compliance with the Treaty's limits to develop and deploy effective missile defenses and tomodernize our nuclear weapons complex have been satisfactorily resolved.""I am confident that New START will provide predictability in our relationship with Russia and thus enhance globalstability and most importantly our national security. Therefore if the Majority moves to consider New START under aframework that allows for sufficient debate and amendments I intend to support the Resolution of Advice and Consent.""",0,ham
CNN just said that the suspension was revoked and no comment from Washington yet. So we need to tell the storyw/out flourish.,0,ham
">From The Desk of Mr.Mustapha SallehManager National Bank of Dubai Abu Dhabi branch Dubai United Arab Emirate (U.A.E.)Email;mr_mustaphasalleh@yahoo.comDear, I am Mr. Mustapha Salleh Manager National Bank of Dubai Abu Dhabi branch, I =have urgent and very confidential business proposition foryou. A British Oil =consultant and contractor with the Kruger Gold Company, Mr. Raymond Beck made =a numbered time (Fixed) Deposit for twelve calendar months, valued at US$25m =(Twenty Five Million United States American Dollars). in my branch. Upon maturity,I sent a routine notification to his forwarding address but got =no reply.After a month, we sent a reminder and finally we discovered from his =contract employers, the Kruger Gold Company that Mr. Raymond Beck died in a =plane crash along with his wife Mr. and Mrs. Raymond Beck died in a plan =crash along with his wife in Egypt Air Flight 990,1999 aircrash (for more information about this crash and person you can contact this =website<http:/ews.bbc.co.uk/1/hi/world/americas/502503.stm>Since we got this information about his death and on further investigation, I =found out that he died without making a WILL, and all attempts to trace his =next of kin was fruitless. I therefore made further investigation and =discovered that Mr. Raymond Beck did not declare any kin or relations in all =his official documents, including his Bank Deposit paperwork in my Bank. This sum of US$25m (Twenty Five Million United States American Dollars).is =still sitting in my Bank and the interest is being rolled over with the =principal sum at the end of each year. No one will ever come forward to claim =it. According to Laws of United Arab Emirates, at the expiration of 7 (seven) =years, the money will revert to the ownership of the (U.A.E) Government if =nobody applies to claim the fund.Consequently, my proposal is that I will like you as a foreigner to stand in =as the next of kin to Mr. Raymond Beck so that the fruits of this old man's =labor will not get into the hands of some corrupt government officials. This =is simple, I will like you to provide immediately your full names and address =so that the attorney will prepare the necessary documents and affidavits that =will put you in place as the next of kin. We shall employ the services of an attorney for drafting and notarization of =the WILL and to obtain the necessary documents and letter of =probate/administration in your favor for the transfer. A bank account in any =part of the world that you will provide will then facilitate the transfer of =this money to you as the beneficiaryext of kin. The money will be paid into =your account for us to share in the ratio of 60% for me and 40% for you. =There is no risk at all as all the paper work for this transaction will be =done by the attorney and my position as the Branch Manager guarantees the =successful execution of this transaction. If you are interested, please reply =immediately via the private email address above. Upon your response, I shall then provide you with more details and relevant =documents that will help you understand the transaction. Please send me your =confidential telephone and fax numbers for easy communication. Please observe =utmost confidentiality, and rest assured that this transaction would be most =profitable for both of us because I shall require your assistance to invest =my share in your country.Awaiting your urgent reply.Regards.Mr.Mustapha salleh.   --f99b9321-46f1-4bfc-a178-9584029494b4--",1,spam
Fyi - happy to give more context.,0,ham
I will be doing a press event at 8:30. Do you know if Gordon mentioned me? Can you find out? Is Shaun still comingMonday? If so I want to take you both out to dinner!,0,ham
He can do 1:30He's traveling in slovenia,0,ham
"Confidential and Urgent matterI believe you are a busy person, please let me brieflyoutline Our agenda, and then, I will proceed to give youdetails.I am Mrs. Diepreye Alamieyeseigha the Only Wife of presentGovernor of Bayelsa State of Republic of Nigeria I knowthat it may surprise you being emailed by a strange Womanfrom African country asking for urgent assistance in anurgent deal. The reason why I decided to involve you inthis deal is due to what my husband is  experiencing inLondon at present, when he was arrested with 1 .5 millioinpound sterling in his guest house in london recently.CHECK THESE LINK OUT; http:/ews.bbc.co.uk/1/hi/world/africa/4253362.stm http://www.nigeriaworld.comBecause of this terrible experience I decided that morningabout the money (USD$120Millions) left behind here in statehouse,I was afraid of putting the fund in the Bank, becauseI have to give account to the bank on how I got the money.I then packaged the fund in consignments and deposited theconsignments with a security/courier company. I did notwant the management of the Security Company to know thecontent of the consignments, therefore I registered thecontent of the consignments as Gold Bars. Now, the securitycompany believes that  what I deposited with them was GoldBars.I have notified the Security Company where I deposited theconsignments that contained the fund, that I am moving theconsignment abroad and the security company has since beenwaiting for my authority for the consignment to leave mycountry and move to abroad. If you know that you handle .receive such big funds",1,spam
